Row	Latitude	Longitude	Date	Discharge	Precipitation	Temperature	Evaporation
6633	51.296	6.7686	2018-02-27 00:00:00Z	2210	0	-4.6	2.5
6634	51.296	6.7686	2018-02-28 00:00:00Z	2080	0	-6.4	2.1
6635	51.296	6.7686	2018-03-01 00:00:00Z	1980	0	-3.6	2
6636	51.296	6.7686	2018-03-02 00:00:00Z	1910	1.2	-2.9	2.6
6637	51.296	6.7686	2018-03-03 00:00:00Z	1880	0.2	-0.4	4.6
6638	51.296	6.7686	2018-03-04 00:00:00Z	1850	0.5	6.3	6.7
6639	51.296	6.7686	2018-03-05 00:00:00Z	1850	0	7.7	7.1
6640	51.296	6.7686	2018-03-06 00:00:00Z	1890	0	8.3	7.6
6641	51.296	6.7686	2018-03-07 00:00:00Z	1900	1.6	5.9	7.9
6642	51.296	6.7686	2018-03-08 00:00:00Z	1910	2.9	5.3	7.2
6643	51.296	6.7686	2018-03-09 00:00:00Z	1970	3.6	6.3	7.5
6644	51.296	6.7686	2018-03-10 00:00:00Z	2040	0.1	11.8	11.1
6645	51.296	6.7686	2018-03-11 00:00:00Z	2150	0	12.5	11.2
6646	51.296	6.7686	2018-03-12 00:00:00Z	2170	1	11	10.2
6647	51.296	6.7686	2018-03-13 00:00:00Z	2220	6	6.6	8.9
6648	51.296	6.7686	2018-03-14 00:00:00Z	2460	0	6.7	7.2
6649	51.296	6.7686	2018-03-15 00:00:00Z	2590	2.9	8.5	6.7
6650	51.296	6.7686	2018-03-16 00:00:00Z	2710	1.4	4.9	7.7
6651	51.296	6.7686	2018-03-17 00:00:00Z	2760	0.3	-1.9	3.8
6652	51.296	6.7686	2018-03-18 00:00:00Z	2770	0	-1.4	3
6653	51.296	6.7686	2018-03-19 00:00:00Z	2620	0.1	-0.5	2.7
6654	51.296	6.7686	2018-03-20 00:00:00Z	2470	0.3	2.1	3.9
6655	51.296	6.7686	2018-03-21 00:00:00Z	2350	0	1	5.1
6656	51.296	6.7686	2018-03-22 00:00:00Z	2250	3.3	5	7.7
6657	51.296	6.7686	2018-03-23 00:00:00Z	2180	0	6.2	7.6
6658	51.296	6.7686	2018-03-24 00:00:00Z	2120	0	6.9	6.4
6659	51.296	6.7686	2018-03-25 00:00:00Z	2100	0	6.7	6.2
6660	51.296	6.7686	2018-03-26 00:00:00Z	2060	0.3	6.6	7
6661	51.296	6.7686	2018-03-27 00:00:00Z	1990	4.5	5.6	7.3
6662	51.296	6.7686	2018-03-28 00:00:00Z	1930	10.3	7.3	9.3
6663	51.296	6.7686	2018-03-29 00:00:00Z	1910	0.6	6	6.9
6664	51.296	6.7686	2018-03-30 00:00:00Z	2000	1	9.6	7.1
6665	51.296	6.7686	2018-03-31 00:00:00Z	2230	8.4	8.2	7.8
6666	51.296	6.7686	2018-04-01 00:00:00Z	2430	3.4	5.8	8.4
6667	51.296	6.7686	2018-04-02 00:00:00Z	2500	1	8.3	7.8
6668	51.296	6.7686	2018-04-03 00:00:00Z	2520	0.3	12.8	10.4
6669	51.296	6.7686	2018-04-04 00:00:00Z	2520	0.5	11.5	10.1
6670	51.296	6.7686	2018-04-05 00:00:00Z	2460	0	7.6	7.6
6671	51.296	6.7686	2018-04-06 00:00:00Z	2520	0	8.8	5.2
6672	51.296	6.7686	2018-04-07 00:00:00Z	2580	0	16.2	7.6
6673	51.296	6.7686	2018-04-08 00:00:00Z	2500	0	17.7	8.9
6674	51.296	6.7686	2018-04-09 00:00:00Z	2320	0	14.7	11.5
6675	51.296	6.7686	2018-04-10 00:00:00Z	2230	15.3	15.3	11.7
6676	51.296	6.7686	2018-04-11 00:00:00Z	2220	0.6	11.3	11.6
6677	51.296	6.7686	2018-04-12 00:00:00Z	2230	0.1	13.7	12
6678	51.296	6.7686	2018-04-13 00:00:00Z	2250	0	11.4	11.1
6679	51.296	6.7686	2018-04-14 00:00:00Z	2200	4.3	13.5	11.3
6680	51.296	6.7686	2018-04-15 00:00:00Z	2370	0.1	14.7	12.5
6681	51.296	6.7686	2018-04-16 00:00:00Z	2410	0	13.4	10.9
6682	51.296	6.7686	2018-04-17 00:00:00Z	2240	0	13.7	10.7
6683	51.296	6.7686	2018-04-18 00:00:00Z	2100	0	17.7	11.2
6684	51.296	6.7686	2018-04-19 00:00:00Z	2010	0	21.3	9.6
6685	51.296	6.7686	2018-04-20 00:00:00Z	1950	0	20.9	11.8
6686	51.296	6.7686	2018-04-21 00:00:00Z	1900	0	17.5	12.7
6687	51.296	6.7686	2018-04-22 00:00:00Z	1850	2.1	18.7	14.2
6688	51.296	6.7686	2018-04-23 00:00:00Z	1850	0	15.4	11.6
6689	51.296	6.7686	2018-04-24 00:00:00Z	1840	0.9	12.3	10.6
6690	51.296	6.7686	2018-04-25 00:00:00Z	1850	2.5	13.4	10.5
6691	51.296	6.7686	2018-04-26 00:00:00Z	1890	4.6	10.2	8.6
6692	51.296	6.7686	2018-04-27 00:00:00Z	1910	0	12.1	7.9
6693	51.296	6.7686	2018-04-28 00:00:00Z	1910	0	14.4	9.3
6694	51.296	6.7686	2018-04-29 00:00:00Z	1900	7.6	13.9	12
6695	51.296	6.7686	2018-04-30 00:00:00Z	1940	2.1	11.8	10.8
6696	51.296	6.7686	2018-05-01 00:00:00Z	2030	0	9.2	7.3
6697	51.296	6.7686	2018-05-02 00:00:00Z	2010	0	12.1	8
6698	51.296	6.7686	2018-05-03 00:00:00Z	1930	0	12.4	8.4
6699	51.296	6.7686	2018-05-04 00:00:00Z	1860	0	13.2	8.1
6700	51.296	6.7686	2018-05-05 00:00:00Z	1830	0	15.8	9
6701	51.296	6.7686	2018-05-06 00:00:00Z	1780	0	17.4	9.9
6702	51.296	6.7686	2018-05-07 00:00:00Z	1730	0	18.1	10.5
6703	51.296	6.7686	2018-05-08 00:00:00Z	1660	0	19.1	10.8
6704	51.296	6.7686	2018-05-09 00:00:00Z	1620	0	21	12.6
6705	51.296	6.7686	2018-05-10 00:00:00Z	1610	0	14.5	11.2
6706	51.296	6.7686	2018-05-11 00:00:00Z	1640	0	13.8	10.1
6707	51.296	6.7686	2018-05-12 00:00:00Z	1690	0.1	18.1	11
6708	51.296	6.7686	2018-05-13 00:00:00Z	1780	14.4	14.2	14
6709	51.296	6.7686	2018-05-14 00:00:00Z	1890	0	18.7	14.1
6710	51.296	6.7686	2018-05-15 00:00:00Z	1910	0	18.2	11
6711	51.296	6.7686	2018-05-16 00:00:00Z	2050	0.1	17.3	12.9
6712	51.296	6.7686	2018-05-17 00:00:00Z	2090	0	12.8	9
6713	51.296	6.7686	2018-05-18 00:00:00Z	2110	0	12.1	8.6
6714	51.296	6.7686	2018-05-19 00:00:00Z	2160	0	11.8	9
6715	51.296	6.7686	2018-05-20 00:00:00Z	2140	0	16.5	11.2
6716	51.296	6.7686	2018-05-21 00:00:00Z	2070	1.1	19.5	11.1
6717	51.296	6.7686	2018-05-22 00:00:00Z	2010	10.5	18	15
6718	51.296	6.7686	2018-05-23 00:00:00Z	1950	2.2	18.8	15
6719	51.296	6.7686	2018-05-24 00:00:00Z	1900	1	18	15.2
6720	51.296	6.7686	2018-05-25 00:00:00Z	1890	0	19.9	16.8
6721	51.296	6.7686	2018-05-26 00:00:00Z	1940	0	22.3	15.7
6722	51.296	6.7686	2018-05-27 00:00:00Z	1930	0.3	21	16.5
6723	51.296	6.7686	2018-05-28 00:00:00Z	1860	0	23.4	16.8
6724	51.296	6.7686	2018-05-29 00:00:00Z	1810	56.3	22.5	18.5
6725	51.296	6.7686	2018-05-30 00:00:00Z	1780	1.1	21.5	18.4
6726	51.296	6.7686	2018-05-31 00:00:00Z	1780	6.4	21.6	18.7
6727	51.296	6.7686	2018-06-01 00:00:00Z	1920	25	18.3	19.3
6728	51.296	6.7686	2018-06-02 00:00:00Z	2320	0	18.3	16.6
6729	51.296	6.7686	2018-06-03 00:00:00Z	2700	0	19.6	16.7
6730	51.296	6.7686	2018-06-04 00:00:00Z	2430	0	20.4	16.8
6731	51.296	6.7686	2018-06-05 00:00:00Z	2180	0	17.6	15.3
6732	51.296	6.7686	2018-06-06 00:00:00Z	2000	0	21.3	15.6
6733	51.296	6.7686	2018-06-07 00:00:00Z	1880	7.1	21.1	18.2
6734	51.296	6.7686	2018-06-08 00:00:00Z	1890	5.2	19.9	20
6735	51.296	6.7686	2018-06-09 00:00:00Z	1960	3.8	21.9	19.1
6736	51.296	6.7686	2018-06-10 00:00:00Z	2110	0	21.1	18.8
6737	51.296	6.7686	2018-06-11 00:00:00Z	2220	0	19.1	14.5
6738	51.296	6.7686	2018-06-12 00:00:00Z	2270	0.7	16.1	13.2
6739	51.296	6.7686	2018-06-13 00:00:00Z	2650	0	14.6	11.6
6740	51.296	6.7686	2018-06-14 00:00:00Z	2790	1.9	15.8	13.2
6741	51.296	6.7686	2018-06-15 00:00:00Z	2580	0	18.9	14.8
6742	51.296	6.7686	2018-06-16 00:00:00Z	2520	1.1	18.7	15.3
6743	51.296	6.7686	2018-06-17 00:00:00Z	2530	0	16.4	12.6
6744	51.296	6.7686	2018-06-18 00:00:00Z	2380	0	18.9	14.8
6745	51.296	6.7686	2018-06-19 00:00:00Z	2180	0	18.2	16.5
6746	51.296	6.7686	2018-06-20 00:00:00Z	2000	0	22.3	17.1
6747	51.296	6.7686	2018-06-21 00:00:00Z	1890	0	15.9	11.9
6748	51.296	6.7686	2018-06-22 00:00:00Z	1790	0.7	13.1	10.2
6749	51.296	6.7686	2018-06-23 00:00:00Z	1690	0	13.8	11.4
6750	51.296	6.7686	2018-06-24 00:00:00Z	1630	0.1	15.1	12.5
6751	51.296	6.7686	2018-06-25 00:00:00Z	1570	0	17.1	13.8
6752	51.296	6.7686	2018-06-26 00:00:00Z	1520	0	15.2	12.6
6753	51.296	6.7686	2018-06-27 00:00:00Z	1480	0	19.2	13.1
6754	51.296	6.7686	2018-06-28 00:00:00Z	1440	0	21.8	12.8
6755	51.296	6.7686	2018-06-29 00:00:00Z	1390	0	22.8	13.2
6756	51.296	6.7686	2018-06-30 00:00:00Z	1360	0	22.1	12.8
6757	51.296	6.7686	2018-07-01 00:00:00Z	1320	0	20.6	8.6
6758	51.296	6.7686	2018-07-02 00:00:00Z	1300	0	20.8	8.8
6759	51.296	6.7686	2018-07-03 00:00:00Z	1260	0	22.7	9.2
6760	51.296	6.7686	2018-07-04 00:00:00Z	1230	0.1	23.4	16.1
6761	51.296	6.7686	2018-07-05 00:00:00Z	1220	0.4	22	15.9
6762	51.296	6.7686	2018-07-06 00:00:00Z	1260	0	20.3	14.4
6763	51.296	6.7686	2018-07-07 00:00:00Z	1340	0	20.8	11.4
6764	51.296	6.7686	2018-07-08 00:00:00Z	1390	0	19.6	12.2
6765	51.296	6.7686	2018-07-09 00:00:00Z	1430	0	19.2	13.7
6766	51.296	6.7686	2018-07-10 00:00:00Z	1420	0.2	16.3	12.3
6767	51.296	6.7686	2018-07-11 00:00:00Z	1370	2.5	17	14
6768	51.296	6.7686	2018-07-12 00:00:00Z	1310	0	20.4	15.8
6769	51.296	6.7686	2018-07-13 00:00:00Z	1250	0	21.1	13.6
6770	51.296	6.7686	2018-07-14 00:00:00Z	1220	0	21.2	13.8
6771	51.296	6.7686	2018-07-15 00:00:00Z	1160	0	21.8	11.7
6772	51.296	6.7686	2018-07-16 00:00:00Z	1120	0	22.8	11.4
6773	51.296	6.7686	2018-07-17 00:00:00Z	1090	0	22.6	13.7
6774	51.296	6.7686	2018-07-18 00:00:00Z	1090	0	20.3	11.9
6775	51.296	6.7686	2018-07-19 00:00:00Z	1080	0	22.1	12.3
6776	51.296	6.7686	2018-07-20 00:00:00Z	1080	0	22.4	12.6
6777	51.296	6.7686	2018-07-21 00:00:00Z	1070	0	23.3	14.8
6778	51.296	6.7686	2018-07-22 00:00:00Z	1060	0	22.5	14.6
6779	51.296	6.7686	2018-07-23 00:00:00Z	1050	0	22.9	16
6780	51.296	6.7686	2018-07-24 00:00:00Z	1090	0	26.4	15.3
6781	51.296	6.7686	2018-07-25 00:00:00Z	1120	2.1	26.4	18
6782	51.296	6.7686	2018-07-26 00:00:00Z	1090	0	28.1	16.6
6783	51.296	6.7686	2018-07-27 00:00:00Z	1060	0	29.5	12.7
6784	51.296	6.7686	2018-07-28 00:00:00Z	1020	2.3	24.6	16.1
6785	51.296	6.7686	2018-07-29 00:00:00Z	990	0	24.2	13.2
6786	51.296	6.7686	2018-07-30 00:00:00Z	977	0	26.7	15
6787	51.296	6.7686	2018-07-31 00:00:00Z	957	0	25.4	17
6788	51.296	6.7686	2018-08-01 00:00:00Z	945	0	24.1	14.8
6789	51.296	6.7686	2018-08-02 00:00:00Z	932	0	25.6	15
6790	51.296	6.7686	2018-08-03 00:00:00Z	930	0	27.7	15.9
6791	51.296	6.7686	2018-08-04 00:00:00Z	921	0	26.6	16.2
6792	51.296	6.7686	2018-08-05 00:00:00Z	902	0	22.8	15.1
6793	51.296	6.7686	2018-08-06 00:00:00Z	894	0	24.7	12.9
6794	51.296	6.7686	2018-08-07 00:00:00Z	888	5	27.9	12.6
6795	51.296	6.7686	2018-08-08 00:00:00Z	875	0	22.9	16.7
6796	51.296	6.7686	2018-08-09 00:00:00Z	880	0.9	21.5	16
6797	51.296	6.7686	2018-08-10 00:00:00Z	893	2	19	11
6798	51.296	6.7686	2018-08-11 00:00:00Z	896	0	17.3	11.4
6799	51.296	6.7686	2018-08-12 00:00:00Z	894	0.8	20.6	10.5
6800	51.296	6.7686	2018-08-13 00:00:00Z	923	10.5	19.1	15.6
6801	51.296	6.7686	2018-08-14 00:00:00Z	922	0.1	20	16
6802	51.296	6.7686	2018-08-15 00:00:00Z	908	0	19.7	16.4
6803	51.296	6.7686	2018-08-16 00:00:00Z	906	4.8	21.3	15.9
6804	51.296	6.7686	2018-08-17 00:00:00Z	899	5	18.8	15.3
6805	51.296	6.7686	2018-08-18 00:00:00Z	887	0	18.5	13.4
6806	51.296	6.7686	2018-08-19 00:00:00Z	872	0	20.3	15.3
6807	51.296	6.7686	2018-08-20 00:00:00Z	854	0.2	20.5	18.4
6808	51.296	6.7686	2018-08-21 00:00:00Z	860	0	22.4	16.7
6809	51.296	6.7686	2018-08-22 00:00:00Z	839	0	23.2	16.8
6810	51.296	6.7686	2018-08-23 00:00:00Z	835	1.2	21	17
6811	51.296	6.7686	2018-08-24 00:00:00Z	821	3.8	17.3	12.9
6812	51.296	6.7686	2018-08-25 00:00:00Z	811	0.4	14	10.8
6813	51.296	6.7686	2018-08-26 00:00:00Z	818	1.7	15	9.6
6814	51.296	6.7686	2018-08-27 00:00:00Z	839	0.1	17.1	13.8
6815	51.296	6.7686	2018-08-28 00:00:00Z	865	0	17.9	13.1
6816	51.296	6.7686	2018-08-29 00:00:00Z	883	10.5	18.8	15.2
6817	51.296	6.7686	2018-08-30 00:00:00Z	909	0	16.6	13
6818	51.296	6.7686	2018-08-31 00:00:00Z	925	0	14.8	11.1
6819	51.296	6.7686	2018-09-01 00:00:00Z	905	0	14.1	10.2
6820	51.296	6.7686	2018-09-02 00:00:00Z	857	0	18.4	11.8
6821	51.296	6.7686	2018-09-03 00:00:00Z	888	0.4	18.8	16.3
6822	51.296	6.7686	2018-09-04 00:00:00Z	937	3.3	19.3	18.3
6823	51.296	6.7686	2018-09-05 00:00:00Z	1030	9.1	21.4	17.5
6824	51.296	6.7686	2018-09-06 00:00:00Z	1070	3.7	18.2	18.2
6825	51.296	6.7686	2018-09-07 00:00:00Z	1060	0.4	15.2	12.3
6826	51.296	6.7686	2018-09-08 00:00:00Z	1020	0	15	11.1
6827	51.296	6.7686	2018-09-09 00:00:00Z	1010	0	18.2	12.9
6828	51.296	6.7686	2018-09-10 00:00:00Z	999	0	18	14.2
6829	51.296	6.7686	2018-09-11 00:00:00Z	970	0	19.9	14
6830	51.296	6.7686	2018-09-12 00:00:00Z	962	1.8	17.6	15.5
6831	51.296	6.7686	2018-09-13 00:00:00Z	931	0	14.6	13.6
6832	51.296	6.7686	2018-09-14 00:00:00Z	880	0	14.2	10.7
6833	51.296	6.7686	2018-09-15 00:00:00Z	840	0	14.9	11.7
6834	51.296	6.7686	2018-09-16 00:00:00Z	820	0	16.1	11.4
6835	51.296	6.7686	2018-09-17 00:00:00Z	827	0	18.2	11.1
6836	51.296	6.7686	2018-09-18 00:00:00Z	833	0	23.3	12.8
6837	51.296	6.7686	2018-09-19 00:00:00Z	819	0	20.8	14.9
6838	51.296	6.7686	2018-09-20 00:00:00Z	813	0	20.7	13.7
6839	51.296	6.7686	2018-09-21 00:00:00Z	779	1.6	17.3	11.4
6840	51.296	6.7686	2018-09-22 00:00:00Z	776	3.2	12.8	10.7
6841	51.296	6.7686	2018-09-23 00:00:00Z	800	13.6	10.7	11.8
6842	51.296	6.7686	2018-09-24 00:00:00Z	864	0.8	10.3	9.3
6843	51.296	6.7686	2018-09-25 00:00:00Z	930	0	9.2	8.4
6844	51.296	6.7686	2018-09-26 00:00:00Z	913	0	12	8.1
6845	51.296	6.7686	2018-09-27 00:00:00Z	882	0	14.3	9.2
6846	51.296	6.7686	2018-09-28 00:00:00Z	881	0.3	10.8	9.8
6847	51.296	6.7686	2018-09-29 00:00:00Z	857	0	8.6	7.5
6848	51.296	6.7686	2018-09-30 00:00:00Z	827	0	10.4	7.9
6849	51.296	6.7686	2018-10-01 00:00:00Z	796	3.1	10.1	9.3
6850	51.296	6.7686	2018-10-02 00:00:00Z	772	1.3	10.4	10.5
6851	51.296	6.7686	2018-10-03 00:00:00Z	760	0	11.9	10.5
6852	51.296	6.7686	2018-10-04 00:00:00Z	758	0	12	11
6853	51.296	6.7686	2018-10-05 00:00:00Z	789	0	15.4	10.8
6854	51.296	6.7686	2018-10-06 00:00:00Z	828	0.5	17.2	12.9
6855	51.296	6.7686	2018-10-07 00:00:00Z	838	0	12	10
6856	51.296	6.7686	2018-10-08 00:00:00Z	813	0	9.5	8.7
6857	51.296	6.7686	2018-10-09 00:00:00Z	811	0	12.5	11.3
6858	51.296	6.7686	2018-10-10 00:00:00Z	806	0	16.3	12.1
6859	51.296	6.7686	2018-10-11 00:00:00Z	795	0	18.6	13.4
6860	51.296	6.7686	2018-10-12 00:00:00Z	775	0	20.5	14.4
6861	51.296	6.7686	2018-10-13 00:00:00Z	759	0	22	13.7
6862	51.296	6.7686	2018-10-14 00:00:00Z	751	0	20.9	12.4
6863	51.296	6.7686	2018-10-15 00:00:00Z	734	0	19.6	11.6
6864	51.296	6.7686	2018-10-16 00:00:00Z	722	0	16.7	11.6
6865	51.296	6.7686	2018-10-17 00:00:00Z	710	0	16.9	12.9
6866	51.296	6.7686	2018-10-18 00:00:00Z	700	0.1	14.3	13.1
6867	51.296	6.7686	2018-10-19 00:00:00Z	681	0	12.4	11.2
6868	51.296	6.7686	2018-10-20 00:00:00Z	673	0	8.2	8.5
6869	51.296	6.7686	2018-10-21 00:00:00Z	672	0	8.9	8.2
6870	51.296	6.7686	2018-10-22 00:00:00Z	649	0.6	10.4	9.4
6871	51.296	6.7686	2018-10-23 00:00:00Z	641	0.3	9.8	9.7
6872	51.296	6.7686	2018-10-24 00:00:00Z	650	1.3	13.7	13.5
6873	51.296	6.7686	2018-10-25 00:00:00Z	655	0	12.4	11.4
6874	51.296	6.7686	2018-10-26 00:00:00Z	654	1.2	9.8	9.6
6875	51.296	6.7686	2018-10-27 00:00:00Z	659	0.5	6.6	8.2
6876	51.296	6.7686	2018-10-28 00:00:00Z	660	0	4.8	6.5
6877	51.296	6.7686	2018-10-29 00:00:00Z	649	8.6	5.6	7.1
6878	51.296	6.7686	2018-10-30 00:00:00Z	666	6.1	6.6	8.3
6879	51.296	6.7686	2018-10-31 00:00:00Z	734	0.1	8.6	8.1
6880	51.296	6.7686	2018-11-01 00:00:00Z	793	1.9	9.2	9.1
6881	51.296	6.7686	2018-11-02 00:00:00Z	791	0	8.4	8.4
6882	51.296	6.7686	2018-11-03 00:00:00Z	783	0	4.1	6.9
6883	51.296	6.7686	2018-11-04 00:00:00Z	789	0	6.8	8.5
6884	51.296	6.7686	2018-11-05 00:00:00Z	774	0	9.8	10.2
6885	51.296	6.7686	2018-11-06 00:00:00Z	776	0	13.3	10.9
6886	51.296	6.7686	2018-11-07 00:00:00Z	751	0.8	13.1	10.4
6887	51.296	6.7686	2018-11-08 00:00:00Z	727	0	10.3	9.5
6888	51.296	6.7686	2018-11-09 00:00:00Z	719	0.2	11.5	10.5
6889	51.296	6.7686	2018-11-10 00:00:00Z	716	6.4	13	12.2
6890	51.296	6.7686	2018-11-11 00:00:00Z	729	4	12.7	11.6
6891	51.296	6.7686	2018-11-12 00:00:00Z	766	1.2	11.6	12.4
6892	51.296	6.7686	2018-11-13 00:00:00Z	788	0	10.3	10
6893	51.296	6.7686	2018-11-14 00:00:00Z	815	0	8.5	9.1
6894	51.296	6.7686	2018-11-15 00:00:00Z	829	0	6.6	8.1
6895	51.296	6.7686	2018-11-16 00:00:00Z	795	0	5.9	7.1
6896	51.296	6.7686	2018-11-17 00:00:00Z	749	0	3.8	5.8
6897	51.296	6.7686	2018-11-18 00:00:00Z	733	0	2.6	4.6
6898	51.296	6.7686	2018-11-19 00:00:00Z	708	0	4.5	6.4
6899	51.296	6.7686	2018-11-20 00:00:00Z	692	0	3.7	5.4
6900	51.296	6.7686	2018-11-21 00:00:00Z	684	0	2.5	5.7
6901	51.296	6.7686	2018-11-22 00:00:00Z	687	0	4	6.3
6902	51.296	6.7686	2018-11-23 00:00:00Z	676	0	3.7	6.5
6903	51.296	6.7686	2018-11-24 00:00:00Z	676	3.1	2.8	7.1
6904	51.296	6.7686	2018-11-25 00:00:00Z	680	0	3.8	7.6
6905	51.296	6.7686	2018-11-26 00:00:00Z	676	0	5	7.5
6906	51.296	6.7686	2018-11-27 00:00:00Z	681	0	3.5	6.2
6907	51.296	6.7686	2018-11-28 00:00:00Z	677	1.2	5	6.9
6908	51.296	6.7686	2018-11-29 00:00:00Z	673	0.7	8.1	8.6
6909	51.296	6.7686	2018-11-30 00:00:00Z	688	0	9.4	9.2
6910	51.296	6.7686	2018-12-01 00:00:00Z	680	7.4	7.9	8.7
6911	51.296	6.7686	2018-12-02 00:00:00Z	719	13.1	11.5	12.4
6912	51.296	6.7686	2018-12-03 00:00:00Z	761	5.9	12.5	12.6
6913	51.296	6.7686	2018-12-04 00:00:00Z	946	0	6.5	8.1
6914	51.296	6.7686	2018-12-05 00:00:00Z	1370	0.1	5.6	7.6
6915	51.296	6.7686	2018-12-06 00:00:00Z	1590	1.8	10.7	11.3
6916	51.296	6.7686	2018-12-07 00:00:00Z	1660	6.5	10.7	11
6917	51.296	6.7686	2018-12-08 00:00:00Z	1610	13.3	8.4	8.9
6918	51.296	6.7686	2018-12-09 00:00:00Z	1510	2.3	8	8.8
6919	51.296	6.7686	2018-12-10 00:00:00Z	1670	0.8	4.9	7.2
6920	51.296	6.7686	2018-12-11 00:00:00Z	2020	0.1	4.3	7
6921	51.296	6.7686	2018-12-12 00:00:00Z	2090	0	1.7	6.1
6922	51.296	6.7686	2018-12-13 00:00:00Z	2070	0	1.6	5.5
6923	51.296	6.7686	2018-12-14 00:00:00Z	1930	0	1.3	5.2
6924	51.296	6.7686	2018-12-15 00:00:00Z	1740	0.7	0.6	4
6925	51.296	6.7686	2018-12-16 00:00:00Z	1570	0.1	0.8	5.3
6926	51.296	6.7686	2018-12-17 00:00:00Z	1470	3.8	4.9	7.9
6927	51.296	6.7686	2018-12-18 00:00:00Z	1390	0.1	5.6	7.3
6928	51.296	6.7686	2018-12-19 00:00:00Z	1310	0.3	7.9	8.2
6929	51.296	6.7686	2018-12-20 00:00:00Z	1260	6.3	7.8	8.9
6930	51.296	6.7686	2018-12-21 00:00:00Z	1270	13.1	10.3	10
6931	51.296	6.7686	2018-12-22 00:00:00Z	1380	3	9.6	9.8
6932	51.296	6.7686	2018-12-23 00:00:00Z	1740	11	7.9	9.9
6933	51.296	6.7686	2018-12-24 00:00:00Z	2150	0	4.5	7.2
6934	51.296	6.7686	2018-12-25 00:00:00Z	2980	0	3.4	6.3
6935	51.296	6.7686	2018-12-26 00:00:00Z	3540	0	1.2	5.4
6936	51.296	6.7686	2018-12-27 00:00:00Z	3730	0	2.7	5.6
6937	51.296	6.7686	2018-12-28 00:00:00Z	3530	0.2	1.5	5.8
6938	51.296	6.7686	2018-12-29 00:00:00Z	3030	1.1	5.6	8.2
6939	51.296	6.7686	2018-12-30 00:00:00Z	2590	1.7	7.7	9.1
6940	51.296	6.7686	2018-12-31 00:00:00Z	2300	0.1	8.8	10.8
